149.57.180.75 - - [31/Mar/2025:00:28:07 +0000] "GET / HTTP/1.1" 200 4893 "-" "Mozilla/5.0 (X11; Linux i686; rv:109.0) Gecko/20100101 Firefox/120.0"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/icons/hamburger-menu.svg HTTP/2.0" 200 339 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/brand-logo-tagline.svg HTTP/2.0" 200 44351 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/css/style.css HTTP/2.0" 200 16141 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/search-icon.svg HTTP/2.0" 200 373 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/lang-globe.svg HTTP/2.0" 200 2840 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/hero-banner-m.png HTTP/2.0" 200 428453 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/devider-angle.png HTTP/2.0" 200 4642 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/js/global-custom.js HTTP/2.0" 200 2261 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/about-bg.png HTTP/2.0" 200 556912 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/home-polygon-3.png HTTP/2.0" 200 1525 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/about-polygon-1.svg HTTP/2.0" 200 388 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/about-polygon-2.svg HTTP/2.0" 200 383 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/experience-icon.svg HTTP/2.0" 200 68636 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/icons/arrow-right.svg HTTP/2.0" 200 287 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/left-slide-gradent.png HTTP/2.0" 200 532361 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/home-slider-1.png HTTP/2.0" 200 1255623 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/footer-left-angle.png HTTP/2.0" 200 4915 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/brand-logo-white.svg HTTP/2.0" 200 23765 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/social-icons/facebook.svg HTTP/2.0" 200 349 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/social-icons/twitter.svg HTTP/2.0" 200 767 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/social-icons/youtube.svg HTTP/2.0" 200 885 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/social-icons/linkedin.svg HTTP/2.0" 200 763 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/social-icons/instagram.svg HTTP/2.0" 200 1066 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/social-icons/whatsapp.svg HTTP/2.0" 200 2257 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/icons/arrow-right-outline.svg HTTP/2.0" 200 288 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/footer-location-bg.png HTTP/2.0" 200 256174 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/gradent-bg.svg HTTP/2.0" 200 463 "https://bocdemosite.sacloud.online/assets/frontend/css/style.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/images/corner_shape.png HTTP/2.0" 200 468 "https://bocdemosite.sacloud.online/assets/frontend/css/style.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/fonts/HelveticaNeue-Medium.woff2 HTTP/2.0" 200 61076 "https://bocdemosite.sacloud.online/assets/frontend/css/style.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/fonts/HelveticaNeue-Light.woff2 HTTP/2.0" 200 65231 "https://bocdemosite.sacloud.online/assets/frontend/css/style.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:14 +0000] "GET /assets/frontend/fonts/HelveticaNeue-Heavy.woff2 HTTP/2.0" 200 122408 "https://bocdemosite.sacloud.online/assets/frontend/css/style.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:17 +0000] "GET /images/favicon/favicon.ico HTTP/2.0" 404 6649 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:17 +0000] "GET /images/favicon/favicon.svg')%20%7D%7D HTTP/2.0" 404 6626 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:17 +0000] "GET /assets/frontend/images/favicon/site.webmanifest HTTP/2.0" 200 637 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:17 +0000] "GET /images/favicon/favicon-96x96.png')%20%7D%7D HTTP/2.0" 404 6626 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /consulting HTTP/2.0" 200 11159 "https://bocdemosite.sacloud.online/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /assets/frontend/css/consulting.css HTTP/2.0" 200 9014 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /assets/frontend/images/consulting/business.webp HTTP/2.0" 200 27494 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /assets/frontend/images/consulting/approach.webp HTTP/2.0" 200 18794 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /assets/frontend/images/consulting/arrow-up-wgt.webp HTTP/2.0" 200 297 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /assets/frontend/images/consulting/banner-star.webp HTTP/2.0" 200 38257 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /assets/frontend/images/consulting/traingle-innovation.webp HTTP/2.0" 200 33647 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /assets/frontend/images/consulting/banner-consulting.webp HTTP/2.0" 200 26068 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /assets/frontend/images/consulting/arrow-down-wgt.webp HTTP/2.0" 200 287 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /assets/frontend/images/consulting/polygon-brown.webp HTTP/2.0" 200 1463 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:23 +0000] "GET /assets/frontend/images/consulting/client-one.webp HTTP/2.0" 200 3357 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/client-two.webp HTTP/2.0" 200 9590 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/client-three.webp HTTP/2.0" 200 6410 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/client-four.webp HTTP/2.0" 200 2525 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/boc-logo.webp HTTP/2.0" 200 2831 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/excellence.webp HTTP/2.0" 200 36623 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/devider-angle.webp HTTP/2.0" 200 1513 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/trust.webp HTTP/2.0" 200 74473 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/flag-in-blue.webp HTTP/2.0" 200 550 "https://bocdemosite.sacloud.online/assets/frontend/css/consulting.css" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/rect-blue-appr.webp HTTP/2.0" 200 9484 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/subs-top.webp HTTP/2.0" 200 2013 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/exc-one.webp HTTP/2.0" 200 1515 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/triangle-bot.webp HTTP/2.0" 200 1519 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/subs-bot.webp HTTP/2.0" 200 2069 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/exc-two.webp HTTP/2.0" 200 1571 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/exc-three.webp HTTP/2.0" 200 1693 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/exc-four.webp HTTP/2.0" 200 1611 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/middle-triangle-bot.webp HTTP/2.0" 200 26030 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/business-news.webp HTTP/2.0" 200 41298 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/clentele.webp HTTP/2.0" 200 15483 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:24 +0000] "GET /assets/frontend/images/consulting/middle-triangle.webp HTTP/2.0" 200 26588 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:36 +0000] "GET /training HTTP/2.0" 200 12442 "https://bocdemosite.sacloud.online/consulting" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:36 +0000] "GET /assets/frontend/images/about-gray-triangle.svg HTTP/2.0" 200 383 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:36 +0000] "GET /assets/frontend/images/brand-logo.svg HTTP/2.0" 200 25343 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:36 +0000] "GET /assets/frontend/images/certification/certification-tab-hero.png HTTP/2.0" 200 417114 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:36 +0000] "GET /assets/frontend/images/certification/certification-tab-arrow.png HTTP/2.0" 200 166368 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:36 +0000] "GET /assets/frontend/images/certification/affiliate-tab-hero.png HTTP/2.0" 200 369661 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:36 +0000] "GET /assets/frontend/images/certification/affiliate-tab-arrow.png HTTP/2.0" 200 101924 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:42 +0000] "GET /assets/frontend/images/certification/training-tab-hero.png HTTP/2.0" 200 333701 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:42 +0000] "GET /assets/frontend/images/certification/training-tab-arrow.png HTTP/2.0" 200 125741 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:42 +0000] "GET /assets/frontend/images/certification/seminar-tab-hero.png HTTP/2.0" 200 305077 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:43 +0000] "GET /assets/frontend/images/certification/seminar-tab-arrow.png HTTP/2.0" 200 108539 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:43 +0000] "GET /assets/frontend/images/certification/polygon-1.png HTTP/2.0" 200 3413 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:43 +0000] "GET /assets/frontend/images/certification/polygon-2.png HTTP/2.0" 200 1025 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:43 +0000] "GET /assets/frontend/images/gold-wave.svg HTTP/2.0" 200 838 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:43 +0000] "GET /assets/frontend/images/IPSCMI-logo.png HTTP/2.0" 200 28013 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:43 +0000] "GET /assets/frontend/images/ascm-logo.png HTTP/2.0" 200 2817 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:43 +0000] "GET /assets/frontend/images/apics-logo.png HTTP/2.0" 200 10106 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
122.161.79.230 - - [31/Mar/2025:16:20:43 +0000] "GET /assets/frontend/images/course-slider-triangle-1.png HTTP/2.0" 200 548604 "https://bocdemosite.sacloud.online/training" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36"
